code,affiliation_code,set_code,name,subtitle,type_code,points,BoFpoints,cost,health,side1,side2,side3,side4,side5,side6,faction_code,text,deck_limit,flavor,has_die,has_errata,illustrator,is_unique,position,rarity_code,ttscardid,subtype1,subtype2,subtype3,reprint_of
02106,hero,SoR,Synchronicity,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,blue,"Play only if you have dice showing melee damage ([melee]) and shields ([shield]).
Deal 2 unblockable damage to a character.",2,NA,FALSE,FALSE,Jeff Lee Johnson,FALSE,106,C,2335,NA,NA,NA,NA
02107,hero,SoR,Your Eyes Can Deceive You,NA,support,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,"After one of your dice rolls a shield ([shield]), you may exhaust this support to turn an opponent's die to any side.",2,NA,FALSE,FALSE,Tiziano Baracchi,FALSE,107,U,2336,NA,NA,NA,NA
02108,hero,SoR,Protective Mentor,NA,upgrade,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,blue,Attached character's shields can be used to block damage dealt to any character.,2,NA,FALSE,FALSE,Sara Biddle,FALSE,108,C,2337,NA,NA,NA,NA
02109,hero,SoR,Confidence,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,gray,"Choose an opponent's die and force them to resolve it, if able.",2,NA,FALSE,FALSE,Jason Cheeseman-Meyer,FALSE,109,C,2338,NA,NA,NA,NA
02110,hero,SoR,Garbage'll Do,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,"Ambush.
Remove one of your <b>vehicle</b> dice to give each of your characters 1 shield.",2,NA,FALSE,FALSE,Andrius Anezin,FALSE,110,C,2339,NA,NA,NA,NA
02111,hero,SoR,Hold On!,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,"Ambush.
Move any number of shields from one of your character to another character.",2,NA,FALSE,FALSE,Jarreau Wimberly,FALSE,111,C,2340,NA,NA,NA,NA
02112,hero,SoR,Rebel,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,"Play only if you have one or more dice showing a discard.
Play a card from your discard pile, decreasing its cost by 1.",2,NA,FALSE,FALSE,Andreia Ugrai,FALSE,112,U,2341,NA,NA,NA,NA
02113,hero,SoR,Long Con,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,Gain 1 resource for each other copy of this event in your discard pile.,2,NA,FALSE,TRUE,Tiziano Baracchi,FALSE,113,C,2342,NA,NA,NA,NA
02114,hero,SoR,Loth-Cat and Mouse,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,Force an opponent to choose and remove one of your dice. Then remove one of their dice.,2,NA,FALSE,FALSE,Priscilla Kim,FALSE,114,C,2343,NA,NA,NA,NA
02115,hero,SoR,Never Tell Me The Odds,NA,event,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,yellow,Choose one of your Yellow characters. Turn any number of its character and upgrade dice to sides of your choice.,2,NA,FALSE,FALSE,Ryan Valle,FALSE,115,U,2344,NA,NA,NA,NA
02116,hero,SoR,Planned Explosion,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,"Play only if you have dice showing a combined value of 10 or more.
Remove all of your dice and deal 10 damage to a character.",2,NA,FALSE,FALSE,Jeff Lee Johnson,FALSE,116,U,2345,NA,NA,NA,NA
02117,hero,SoR,Double-Dealing,NA,support,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,"After one of your dice rolls a special ([special]), you may exhaust this support to gain 1 resource.",2,NA,FALSE,FALSE,Tiziano Baracchi,FALSE,117,C,2346,NA,NA,NA,NA
02118,hero,SoR,Life Debt,NA,upgrade,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,"Yellow character only.
After you activate this character, you may move 1 damage from another character to this character <em>(this ignores shields)</em>.",2,NA,FALSE,FALSE,Tiziano Baracchi,FALSE,118,U,2347,NA,NA,NA,NA
02119,neutral,SoR,Bombing Run,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,red,Resolve one of your Red dice showing a disrupt ([disrupt]). Then deal 1 damage to each of an opponent's characters.,2,NA,FALSE,FALSE,Matt Bradbury,FALSE,119,U,2348,NA,NA,NA,NA
02120,neutral,SoR,Collateral Damage,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,red,Resolve one or more of your dice showing either melee damage ([melee]) or ranged damage ([ranged]). Then force an opponent to lose 1 resource.,2,NA,FALSE,FALSE,Matt Bradbury,FALSE,120,C,2349,NA,NA,NA,NA
02121,neutral,SoR,Salvo,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,red,Resolve one of your dice showing ranged damage ([ranged]) against each of an opponent's characters.,2,NA,FALSE,FALSE,Ameen Naksewee,FALSE,121,U,2350,NA,NA,NA,NA
02122,neutral,SoR,Suppression,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,red,Remove one of your Red dice showing ranged damage ([ranged]). Then remove an opponent's die.,2,NA,FALSE,FALSE,Sara Biddle,FALSE,122,C,2351,NA,NA,NA,NA
02123,neutral,SoR,Aftermath,NA,support,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,red,"After a character is defeated, gain 1 resource.",2,NA,FALSE,FALSE,Alexander Tchelyshev,FALSE,123,C,2352,NA,NA,NA,NA
02124,neutral,SoR,Air Superiority,NA,support,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,"After you play this support, place 3 shields on it.
<b>Action</b> - Exhaust this support to move 1 shield from it to a character.",2,NA,FALSE,FALSE,Cristi Balanescu,FALSE,124,C,2353,NA,NA,NA,NA
02125,neutral,SoR,Training,NA,upgrade,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,red,"Non-unique Red character only.
Attached character is elite (<em>place a second copy of its die on its card</em>).",2,NA,FALSE,FALSE,Joel Hustak,FALSE,125,U,2354,ability,NA,NA,NA
02126,neutral,SoR,Wingman,NA,upgrade,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,red,"Red character only.
After you activate a Red character, you may activate attached character.",2,NA,FALSE,FALSE,Mariusz Gandzel,FALSE,126,C,2355,NA,NA,NA,NA
02127,neutral,SoR,Decisive Blow,NA,event,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,blue,Resolve one of your dice showing melee damage ([melee]). Then remove all character and upgrade dice of the character you just dealt damage to.,2,NA,FALSE,FALSE,Kim Artem,FALSE,127,C,2356,NA,NA,NA,NA
02128,neutral,SoR,High Ground,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,"Play only if you control the battlefield.
Remove an opponent's die showing damage ([ranged] or [melee]). Then, if it was a character die, deal 1 damage to that character.",2,NA,FALSE,FALSE,Jeff Lee Johnson,FALSE,128,C,2357,NA,NA,NA,NA
02129,neutral,SoR,Momentum Shift,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,Move 1 shield from an opponent's character to one of your characters.,2,NA,FALSE,FALSE,NA,FALSE,129,U,2358,NA,NA,NA,NA
02130,neutral,SoR,Overconfidence,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,Spot a Blue character to reroll 2 dice. Then remove one of those dice with the lowest value (<em>you choose in the case of a tie</em>).,2,NA,FALSE,FALSE,Jarreau Wimberly,FALSE,130,C,2359,NA,NA,NA,NA
02131,neutral,SoR,Premonitions,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,blue,"Choose one: set this card aside and stack a card from your hand on it facedown, or play the card stacked on another copy of this card for free and discard the set aside copy.",2,NA,FALSE,FALSE,Tiziano Baracchi,FALSE,131,U,2360,NA,NA,NA,NA
02132,neutral,SoR,Rejuvenate,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,blue,Spot a Blue character to heal 1 damage from a character.,2,NA,FALSE,FALSE,David Auden Nash,FALSE,132,C,2361,NA,NA,NA,NA
02133,neutral,SoR,Trust Your Instincts,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,blue,Spot a Blue character to reroll any number of its character and upgrade dice. Then you may draw a card.,2,NA,FALSE,FALSE,Jarreau Wimberly,FALSE,133,U,2362,NA,NA,NA,NA
02134,neutral,SoR,Meditate,NA,support,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,blue,<b>Action</b> - Exhaust this support and remove one of your dice showing a blank ([blank]) to turn one of your dice to a side not showing damage ([ranged] or [melee]).,2,NA,FALSE,FALSE,Jacob Murray,FALSE,134,C,2363,NA,NA,NA,NA
02135,neutral,SoR,Force Illusion,NA,upgrade,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,"Before attached character takes damage, you may discard cards from the top of your deck equal to that damage to block it. Then discard this upgrade from play.",2,NA,FALSE,FALSE,Adam Schumpert,FALSE,135,U,2364,ability,NA,NA,NA
02136,neutral,SoR,Evade,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,gray,Remove a die showing ranged damage ([ranged]).,2,NA,FALSE,FALSE,Michael Anthony Gonzales,FALSE,136,C,2365,NA,NA,NA,NA
02137,neutral,SoR,New Orders,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,gray,Switch the battlefield with a battlefield that is not being used (<em>but was brought to the game</em>) and use its claim ability.,2,NA,FALSE,FALSE,Paul Burrow,FALSE,137,U,2366,NA,NA,NA,NA
02138,neutral,SoR,Parry,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,gray,Remove a die showing melee damage ([melee]).,2,NA,FALSE,FALSE,Jeff Lee Johnson,FALSE,138,C,2367,NA,NA,NA,NA
02139,neutral,SoR,Swiftness,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,gray,"Ambush.
Give the next card you play this turn the Ambush keyword.",2,NA,FALSE,FALSE,Jason Cheeseman-Meyer,FALSE,139,C,2368,NA,NA,NA,NA
02140,neutral,SoR,Resolve,NA,support,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,gray,<b>Action</b> - Discard a card from your hand to reroll an opponent's die.,2,NA,FALSE,FALSE,Paul Burrow,FALSE,140,U,2369,NA,NA,NA,NA
02141,neutral,SoR,Ammo Belt,NA,upgrade,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,gray,"Before a <i>weapon</i> upgrade on attached character would be discarded by a card effect, you may discard this upgrade instead.",2,NA,FALSE,TRUE,Mariusz Gandzel,FALSE,141,C,2400,NA,NA,NA,NA
02142,neutral,SoR,Bolt Hole,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,Remove one of your Yellow character dice to give that character 2 shields.,2,NA,FALSE,FALSE,Michael Berube,FALSE,142,C,2401,NA,NA,NA,NA
02143,neutral,SoR,Cheat,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,Switch a card in your hand with a card in your discard pile.,2,NA,FALSE,FALSE,Anastasia Ovchinnikova,FALSE,143,U,2402,NA,NA,NA,NA
02144,neutral,SoR,Diversion,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,"Force an opponent to lose 1 resource, or 3 resources instead if there is another copy of this event in your discard pile.",2,NA,FALSE,FALSE,Ameen Naksewee,FALSE,144,C,2403,NA,NA,NA,NA
02145,neutral,SoR,"""Fair"" Trade",NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,Resolve one of your dice showing a resource ([resource]). Then switch all of your resources with all of an opponent's resources.,2,NA,FALSE,FALSE,Siim Rimm,FALSE,145,U,2404,NA,NA,NA,NA
02146,neutral,SoR,Friends in Low Places,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,Spot a Yellow character to look at an opponent's hand and discard an event from it that costs 1 or less.,2,NA,FALSE,FALSE,Jeff Lee Johnson,FALSE,146,C,2405,NA,NA,NA,NA
02147,neutral,SoR,Sabotage,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,Discard cards from your hand equal to the cost of a support in play to discard that support.,2,NA,FALSE,FALSE,Owen Webber,FALSE,147,U,2406,NA,NA,NA,NA
02148,neutral,SoR,Improvisation,NA,support,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,"Ambush.
<b>Action</b> - Remove one of your dice showing a blank ([blank]) to reroll any number of your dice.",2,NA,FALSE,FALSE,Tony Foti,FALSE,148,C,2407,NA,NA,NA,NA
02149,neutral,SoR,Outmaneuver,NA,support,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,"After you claim the battlefield, gain 1 resource.",2,NA,FALSE,FALSE,Sidharth Chaturvedi,FALSE,149,C,2408,NA,NA,NA,NA
02150,neutral,SoR,Fast Hands,NA,upgrade,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,"Yellow character only.
After you activate attached character, you may resolve one of its character or upgrade dice.",2,NA,FALSE,TRUE,Alberto Bontempi,FALSE,150,U,2409,ability,NA,NA,NA
02151,neutral,SoR,Carbon-freezing Chamber,Bespin,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,<b>Claim</b> - Choose a character die. That die cannot be rolled during the next round.,1,NA,FALSE,FALSE,Darren Tan,FALSE,151,U,2410,NA,NA,NA,NA
02152,neutral,SoR,Cargo Hold,Eravana,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,<b>Claim</b> - Move an upgrade from a character to another character controlled by the same player.,1,NA,FALSE,FALSE,Emilio Rodriguez,FALSE,152,C,2411,NA,NA,NA,NA
02153,neutral,SoR,Docking Bay,Finalizer,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,"<b>Claim</b> - Play a support from your hand or discard pile, decreasing its cost by 1.",1,NA,FALSE,FALSE,Marius Bota,FALSE,153,C,2412,NA,NA,NA,NA
02154,neutral,SoR,Ewok Village,Endor,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,<b>Claim</b> - Remove all shields from a character.,1,NA,FALSE,FALSE,Andrew Johanson,FALSE,154,C,2413,NA,NA,NA,NA
02155,neutral,SoR,Maz's Castle,Takodana,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,<b>Claim</b> - Draw 2 cards. Place any number of cards from your hand on the bottom of your deck (<em>in any order</em>).,1,NA,FALSE,FALSE,Michael Berube,FALSE,155,U,2414,NA,NA,NA,NA
02156,neutral,SoR,Moisture Farm,Tatooine,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,<b>Claim</b> - Gain 1 resource.,1,NA,FALSE,FALSE,Cristi Balanescu,FALSE,156,U,2415,NA,NA,NA,NA
02157,neutral,SoR,Otoh Gunga,Naboo,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,<b>Claim</b> - Heal 1 damage from a character.,1,NA,FALSE,FALSE,NA,FALSE,157,C,2416,NA,NA,NA,NA
02158,neutral,SoR,Secluded Beach,Scarif,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,<b>Claim</b> - Remove an opponent's die showing ranged damage ([ranged]).,1,NA,FALSE,FALSE,Dinodrawing,FALSE,158,C,2417,NA,NA,NA,NA
02159,neutral,SoR,Secret Facility,Scarif,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,<b>Claim</b> - Resolve up to 3 of your dice showing damage ([ranged] or [melee]).,1,NA,FALSE,FALSE,NA,FALSE,159,U,2418,NA,NA,NA,NA
02160,neutral,SoR,War-Torn Streets,Jedha,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,<b>Claim</b> - Discard a random card from an opponent's hand.,1,NA,FALSE,FALSE,NA,FALSE,160,C,2419,NA,NA,NA,NA
03001,villain,EaW,Ciena Ree,Adept Pilot,character,8/11,8/11,NA,9,1RD,+2RD,1Dr,1R,1R,-,red,<b>Power Action</b> - Spend 2 resources to ready a <i>vehicle</i>.,1,"A veteran of the battles over Endor and Jakku, Captain Ree was an accomplished pilot and commander.",TRUE,TRUE,Aurore Folny,TRUE,1,R,2500,pilot,NA,NA,NA
03002,villain,EaW,General Hux,Aspiring Commander,character,11/14,11/14,NA,11,1RD,2F,1Dc,1R,Sp,-,red,"[special] - Play a Red event from your hand, decreasing its cost by 1 for each character you have.",1,"""All remaining systems will bow to the First Order!""",TRUE,TRUE,Darren Tan,TRUE,2,R,2501,leader,NA,NA,NA
03003,villain,EaW,MagnaGuard,NA,character,9,9,NA,8,1MD,2MD1,2MD1,1Sh,1R,-,red,"Before this character would be defeated by damage, instead defeat it after this round ends.",3,The IG-100 MagnaGuard droid could withstand massive damage before total system failure.,TRUE,TRUE,Joel Hustak,FALSE,3,R,2502,droid,guard,NA,NA
03004,villain,EaW,Thrawn,Master Strategist,character,14/17,14/17,NA,12,1F,2F,1Dr,1Sh,2R,-,red,"After you activate this character, you may choose a number. Then look at an opponent's hand and discard a card from it that costs the chosen number.",1,"""I study the art of war.""",TRUE,TRUE,Darren Tan,TRUE,4,L,2503,leader,NA,NA,NA
03005,villain,EaW,AT-DP,NA,support,NA,NA,3,NA,2RD,+2RD,3RD1,1Sh,Sp,-,red,[special] - Discard a support that costs 2 or less from play.,2,The All Terrain Defense Pod was a heavily armed walker used to protect Imperial assets on occupied worlds.,TRUE,FALSE,Ben Zweifel,FALSE,5,R,2504,vehicle,NA,NA,NA
03006,villain,EaW,Probe Droid,NA,support,NA,NA,1,NA,1Dr,1Dr,1R,Sp,-,-,red,"Ambush.
[special] - Look at 2 random cards in an opponent's hand and discard any of those cards that are events.",2,"""We have thousands of probe droids searching the galaxy."" <cite>Admiral Ozzel</cite>",TRUE,FALSE,Mauro Dal Bo,FALSE,6,R,2505,droid,NA,NA,NA
03007,villain,EaW,T-7 Ion Disruptor Rifle,NA,upgrade,NA,NA,5,NA,1RD,2RD,3RD,4RD1,5RD1,-,red,"To play, spot a Red character.
<b>Action</b> - Discard a card from your hand to turn this die to the side that has a value 1 higher than the value showing on this die.",2,NA,TRUE,FALSE,Kory Lynn Hubbell,FALSE,7,L,2506,weapon,NA,NA,NA
03008,villain,EaW,Quinlan Vos,Dark Disciple,character,12/15,12/15,NA,11,2MD,+2MD,1Dc,1R,Sp,-,blue,[special] - Deal damage to an opponent's character equal to the number of cards in your hand more than the number of cards in that opponent's hand.,1,"""Are you finished messing around?""",TRUE,TRUE,Ryan Valle,TRUE,8,R,2507,apprentice,NA,NA,NA
03009,villain,EaW,Servant of the Dark Side,NA,character,8,8,NA,7,1MD,3MD1,1F,1Sh,1R,-,blue,"Before one of your other Blue characters is defeated, you may move an upgrade from it to this character <em>(return that upgrade's die to its card)</em>.",3,NA,TRUE,TRUE,Matthew Starbuck,FALSE,9,R,2508,scavenger,NA,NA,NA
03010,villain,EaW,Seventh Sister,Agile Inquisitor,character,11/14,11/14,NA,10,1MD,2MD,1Dr,1Sh,1R,-,blue,"After you activate this character, you may roll an ID9 Seeker Droid ([EaW]13) die into your pool <em>(its X value is equal to the number of ID9 Seeker Droid dice in your pool)</em>. Set aside that die after it is resolved or removed.",1,NA,TRUE,TRUE,Nasrul Hakim,TRUE,10,L,2509,inquisitor,NA,NA,NA
03011,villain,EaW,Grand Inquisitor,Sith Loyalist,character,14/19,13/17,NA,12,2MD,3MD1,2F,1R,Sp,-,blue,[special] - Remove a character die showing a blank ([blank]). Then deal 2 damage to that character.,1,"""At last, a fight that might be worthy of my time.""",TRUE,TRUE,Victor A. Minguez,TRUE,11,L,2510,inquisitor,NA,NA,NA
03012,villain,EaW,Darth Vader's TIE Advanced,NA,support,NA,NA,4,NA,2RD,3RD1,+3RD,2Sh,Sp,-,blue,[special] - Spend 2 resources to deal damage to a character equal to the damage on it.,2,The TIE/x1 was an advanced prototype flown by Darth Vader at the Battle of Yavin,TRUE,FALSE,Sacha Diener,TRUE,12,R,2511,vehicle,NA,NA,NA
03013,villain,EaW,ID9 Seeker Droid,NA,upgrade,NA,NA,2,NA,XMD,XF,XDr,XDc,XSh,-,blue,"The X on this die is equal to the number of ID9 Seeker Droid dice in your pool <em>(when resolving dice, resolve them one at a time)</em>.",2,NA,TRUE,FALSE,JB Casacop,FALSE,13,R,2512,droid,NA,NA,NA
03014,villain,EaW,Temptation,NA,upgrade,NA,NA,1,NA,1Dr,1Dc,Sp,Sp,-,-,blue,"[special] - Choose an opponent. That opponent may draw 2 cards. If they do, you gain 2 resources. If they do not, you draw 2 cards.",2,"""You want this, don't you?"" <cite>Emperor Palpatine</cite>",TRUE,FALSE,David Auden Nash,FALSE,14,R,2513,ability,NA,NA,NA
03015,villain,EaW,Grand Inquisitor's Lightsaber,NA,upgrade,NA,NA,4,NA,3MD,3MD1,+3MD,2Sh,Sp,-,blue,"Blue character only.
[special] - Turn a character die to a side showing a blank ([blank]). Reroll this die instead of removing it from your pool.",2,NA,TRUE,FALSE,Maciej Rebisz,TRUE,15,L,2514,weapon,NA,NA,NA
03016,villain,EaW,Bazine Netal,Master Manipulator,character,7/10,7/10,NA,8,1Dr,1Dc,2Sh1,1R,Sp,-,yellow,"[special] - Deal 1 damage to a character, or 3 damage instead if that character has no damage on it.",1,"""Inform the First Order… I've found the droid.""",TRUE,TRUE,Audrey Hotte,TRUE,16,R,2515,advisor,NA,NA,NA
03017,villain,EaW,Bossk,Wookiee Slayer,character,11/15,11/15,NA,11,1RD,+2RD,3MD1,1Dr,1R,-,yellow,"After you activate this character, you may move 1 damage from an opponent's character to another character <em>(this ignores shields)</em>.",1,NA,TRUE,TRUE,David Auden Nash,TRUE,17,R,2516,bounty-hunter,NA,NA,NA
03018,villain,EaW,Cad Bane,Vicious Mercenary,character,13/17,13/17,NA,12,2RD,3RD1,2Dc1,1Sh,1R,-,yellow,<b>Action</b> - Play an upgrade from your hand on this character <em>(paying its cost)</em>. Then you may activate him.,1,"""I'll take on any job… for the right price.""",TRUE,TRUE,Tony Foti,TRUE,18,L,2517,bounty-hunter,NA,NA,NA
03019,villain,EaW,Gamorrean Guard,NA,character,10,10,NA,11,1MD,3MD1,+2MD,1Dr,-,-,yellow,Guardian.,3,NA,TRUE,TRUE,Francisco Rico,FALSE,19,R,2518,guard,NA,NA,NA
03020,villain,EaW,Hound's Tooth,NA,support,NA,NA,2,NA,1Dr,1Sh,3Sh1,2R1,4R2,-,yellow,"After you activate this support, you may remove one of your Yellow character dice to gain 1 resource.",2,Bossk's ship was a YV-666 light freighter modified to serve the bounty hunter's needs.,TRUE,FALSE,Matt Bradbury,TRUE,20,L,2519,vehicle,NA,NA,NA
03021,villain,EaW,Cable Launcher,NA,upgrade,NA,NA,2,NA,1Dr,1Dc,1R,Sp,Sp,-,yellow,"Yellow character only.
[special] - Choose a character. Remove one of its character dice or spend 1 resource to remove 2 of its character dice.",2,NA,TRUE,FALSE,Tiziano Baracchi,FALSE,21,R,2520,equipment,NA,NA,NA
03022,villain,EaW,LL-30 Blaster Pistol,NA,upgrade,NA,NA,2,NA,1RD,1RD,+2RD,1Sh,Sp,-,yellow,"Ambush.
Redeploy.
[special] - Turn another one of your dice to a side showing ranged damage ([ranged]).",2,NA,TRUE,FALSE,Mariusz Gandzel,FALSE,22,R,2521,weapon,NA,NA,NA
03023,villain,EaW,Relby-V10 Mortar Gun,NA,upgrade,NA,NA,3,NA,2RD,2RD,+3RD,2Dr,1R,-,yellow,<b>Action</b> - Spend 2 resources and remove this die showing ranged damage ([ranged]) to deal that damage to each of an opponent's characters.,2,NA,TRUE,FALSE,Michal Ivan,FALSE,23,R,2522,weapon,NA,NA,NA
03024,hero,EaW,General Rieekan,Defensive Mastermind,character,12/15,12/15,NA,11,1F,2F,1Sh,2Sh,1R,-,red,"After you activate this character, you may discard a card from the top of an opponent's deck for each of your other characters with 1 or more shields.",1,NA,TRUE,TRUE,Jeff Lee Johnson,TRUE,24,R,2523,leader,NA,NA,NA
03025,hero,EaW,Hera Syndulla,Phoenix Leader,character,9/12,9/12,NA,10,1RD,1F,1Sh,1R,Sp,-,red,"[special] - Play a <i>vehicle</i> from your hand for free. After the action phase ends, if that <i>vehicle</i> is still in play, return it to your hand.",1,"""If all you do is fight for your own life, then your life is worth nothing!""",TRUE,TRUE,Viniciusde S Menezes,TRUE,25,R,2524,leader,pilot,spectre,NA
